idx,upstream_label,upstream_confidence,canonical_binomial,event_time_utc,bioclip_top1,bioclip_top1_score,bioclip_topk_json,agreement_flag,cross_check_status,resolution_basis,matched_rank,taxonomic_distance,bioclip_top1_kingdom,bioclip_top1_class,bioclip_top1_order,bioclip_top1_family,bioclip_top1_genus,agreement_rationale,vlm_description
413,ColumbaPalumbus,0.97,Columba palumbus,2026-07-11T19:27:09+00:00,Amanita populiphila,0.07219424098730087,"[[""Amanita populiphila"", 0.07219424098730087], [""Calvatia excipuliformis"", 0.04182133078575134], [""Melanoleuca cognata"", 0.030832411721348763], [""Iridopsis silia"", 0.029111195355653763], [""Xylocopa appendiculata"", 0.02560419961810112]]",disagree,evaluable,unresolved_prediction,none,non_animal,Fungi,Agaricomycetes,Agaricales,Amanitaceae,Amanita,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Amanita populiphila' is a different taxon (non_animal)","The image appears to be a low-resolution snapshot from a trail camera that has captured an outdoor scene at night. In the image, there's a bird perched on the right side, likely attracted by the motion of the camera or food set for wildlife photography. The camera is mounted in what looks like a residential area with a small patch of grass and a fencing structure in the background. There are two human figures present in the image; however, their identities are not visible due to the low resolution. On the left side of the image, there is an overlay of a digital interface displaying time (10:29 PM), temperature (58 degrees Fahrenheit), and a timestamp (10/29 at 10:29 PM). The bird's wings are slightly spread out, suggesting it may be in mid-flight or recently landed. The image does not provide any additional context beyond the immediate scene captured by the camera."
414,ColumbaPalumbus,0.95,Columba palumbus,2026-07-11T19:30:45+00:00,Amanita populiphila,0.06292913109064102,"[[""Amanita populiphila"", 0.06292913109064102], [""Mimus polyglottos"", 0.043410107493400574], [""Sayornis phoebe"", 0.03463352471590042], [""Quercus hawkinsiae"", 0.02917325310409069], [""Cimex adjunctus"", 0.02601511962711811]]",disagree,evaluable,unresolved_prediction,none,non_animal,Fungi,Agaricomycetes,Agaricales,Amanitaceae,Amanita,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Amanita populiphila' is a different taxon (non_animal)","The image shows a wildlife camera trap with an overlay of graphical elements typical for such a device. There's a grid pattern across the image, possibly indicating a viewport or detection area for the camera system. In the center of the frame, there is a bird perched on a branch, facing left. To the right of the bird, there's a water dish which seems to be empty. The setting appears to be an outdoor environment with some greenery visible in the background. There's also text overlaying the image that reads ""Cherokee,"" ""Columbia,"" and ""2017,"" suggesting the location and time when the photo was taken. Additionally, there are numbers like ""15:43 PM"" indicating the time of the capture, ""29° 16' N"" indicating the latitude, ""82° 20' W"" indicating the longitude, and ""Cherokee National Forest."" The image is in grayscale, which is common for wildlife camera-trap photos to help with motion detection."
415,ColumbaPalumbus,0.97,Columba palumbus,2026-07-11T19:32:50+00:00,Amanita populiphila,0.08714819699525833,"[[""Amanita populiphila"", 0.08714819699525833], [""Phytophthora lateralis"", 0.03811277076601982], [""Nolana acuminata"", 0.02818380855023861], [""Quercus hawkinsiae"", 0.02639204077422619], [""Hampea appendiculata."", 0.02160210721194744]]",disagree,evaluable,unresolved_prediction,none,non_animal,Fungi,Agaricomycetes,Agaricales,Amanitaceae,Amanita,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Amanita populiphila' is a different taxon (non_animal)","The image shows a backyard scene captured by a wildlife camera-trap. In the foreground, there are two birds standing on what appears to be a bird feeder with their backs turned towards the camera. They look like they might be pigeons or doves, based on their size and feather pattern. Above them, there's a green overlay that seems to be indicating some sort of data or measurement, such as temperature (10 degrees Celsius) or time (2:59 PM). The timestamp at the bottom indicates it was taken at 2:59 AM.

The background shows a grassy lawn with a dark structure, possibly a shed or a small outbuilding. There is also what looks like a black wire running across the top of the image, indicating the path the camera-trap might have been following or the direction it was pointed. A partial view of a birdhouse is visible on the right side, suggesting that this area is designed to attract and monitor birds in the garden. The overall setting suggests a residential area with an interest in birdwatching or monitoring wildlife."
416,ColumbaPalumbus,0.95,Columba palumbus,2026-07-11T19:33:53+00:00,Langermannia gigantea,0.10819566249847412,"[[""Langermannia gigantea"", 0.10819566249847412], [""Paspalum almum"", 0.052360136061906815], [""Heliogaster columellifer"", 0.036918528378009796], [""Pleurotus giganteus"", 0.03375270217657089], [""Langermannia pachyderma"", 0.03160586953163147]]",disagree,evaluable,unresolved_prediction,none,non_animal,Fungi,Agaricomycetes,Agaricales,Agaricaceae,Langermannia,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Langermannia gigantea' is a different taxon (non_animal)","The image shows a bird feeder situated on the ground in a residential yard. There are several birds feeding from the feeder, and the photo is taken from an elevated position, likely from another bird feeder or a similar surveillance camera. The focus is on the activity at the lower feeder, which is filled with birdseed. The image appears to be taken at night or in low light conditions, as indicated by the timestamp in the corner of the photo and the time display ""11:59 PM"". The surrounding environment includes grass, shrubs, and a fence that suggests this is a backyard setting. The sky is visible in the background, indicating that the weather might be clear or partly cloudy at the time the photo was taken."
417,ColumbaPalumbus,0.91,Columba palumbus,2026-07-11T19:34:26+00:00,Macrolepiota excoriata,0.2638099491596222,"[[""Macrolepiota excoriata"", 0.2638099491596222], [""Paspalum intermedium"", 0.06256671994924545], [""Mazus pumilus"", 0.060217246413230896], [""Cuphophyllus canescens"", 0.057097427546978], [""Calvatia excipuliformis"", 0.0533926896750927]]",disagree,evaluable,unresolved_prediction,none,non_animal,Fungi,Agaricomycetes,Agaricales,Agaricaceae,Macrolepiota,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Macrolepiota excoriata' is a different taxon (non_animal)","The image shows a backyard scene with a camera trap on a post, positioned between two small trees and a larger one. A bird feeder hangs from the larger tree in front of the camera trap, suggesting that it might be capturing images of birds visiting or using the feeder. In the background, there's a patch of grass, a fence, and a partial view of what appears to be a metal structure on the right side. There are no animals visible in this particular image; it seems to be a still photo taken from the point of view of the camera trap."
418,ColumbaPalumbus,0.7,Columba palumbus,2026-07-11T19:37:02+00:00,Phyllostachys dulcis,0.37660878896713257,"[[""Phyllostachys dulcis"", 0.37660878896713257], [""Prunus yedoensis"", 0.2534046769142151], [""Varanus reisingeri"", 0.03968201205134392], [""Aerodramus inquietus"", 0.031287942081689835], [""Populus sp."", 0.02346753515303135]]",disagree,evaluable,unresolved_prediction,none,non_animal,Plantae,Magnoliopsida,Poales,Poaceae,Phyllostachys,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Phyllostachys dulcis' is a different taxon (non_animal)","The image appears to be a screenshot from a security or wildlife camera showing a backyard scene during daylight hours. At the center of the frame, there's a metal bird feeder with several bird feeders attached to it, but no birds are currently in use. There is a single blackbird perched on the top of one of the feeders. The background reveals an overgrown yard with patches of grass and bare earth, indicating that the area has not been maintained recently. A few objects like a wooden post and what seems to be a small metal fence are visible, suggesting this is a private property. There is no text or other notable features within the image."
419,ColumbaPalumbus,0.96,Columba palumbus,2026-07-12T05:59:01+00:00,Apocephalus opimus,0.18504440784454346,"[[""Apocephalus opimus"", 0.18504440784454346], [""Apocephalus borealis"", 0.036273546516895294], [""Spinocalanus abyssalis"", 0.025532681494951248], [""Anthrax livia"", 0.02273489348590374], [""Agaricus bernardii"", 0.01943880505859852]]",disagree,evaluable,unresolved_prediction,none,other_animal,Animalia,Insecta,Diptera,Phoridae,Apocephalus,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Apocephalus opimus' is a different taxon (other_animal)","The image shows a small birdhouse in an outdoor setting, possibly a backyard. There are two birds inside the birdhouse; one appears to be larger and is perched on a perch, while the other bird is smaller and is on the ground inside the birdhouse. The birdhouse has a pointed roof and is surrounded by grass. On the grass, there's a black object with white text, but due to the rules, I cannot describe its content. There are no people or significant objects in the immediate vicinity of the birdhouse."
420,ColumbaPalumbus,0.96,Columba palumbus,2026-07-12T06:01:05+00:00,Columba linnaeus,0.41625720262527466,"[[""Columba linnaeus"", 0.41625720262527466], [""Streptopelia decaocto"", 0.23652252554893494], [""Columba palumbus"", 0.07125764340162277], [""Larus delawarensis"", 0.04061757028102875], [""Columba oenas"", 0.028168579563498497]]",disagree,evaluable,unresolved_prediction,none,same_genus,Animalia,Aves,Columbiformes,Columbidae,Columba,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Columba linnaeus' is a different taxon (same_genus)","The image shows a bird feeder in a grassy yard, with a camera mounted on top. There are two birds near the feeder; one is perched and the other is walking away from it. The feeder appears to be out of food or not being used at this moment. In the foreground, there's a small black bird standing on the ground. On the right side of the image, there's a numerical value overlaid, which might indicate some kind of measurement or score related to the bird activity or identification. The setting suggests a peaceful suburban environment, with no other significant features in the background."
421,ColumbaPalumbus,0.64,Columba palumbus,2026-07-12T13:37:08+00:00,Bordetella bronchiseptica,0.0767594650387764,"[[""Bordetella bronchiseptica"", 0.0767594650387764], [""Tholurna dissimilis"", 0.05225413665175438], [""Tympanis piceae"", 0.04980269446969032], [""Pygoscelis adelie"", 0.037475064396858215], [""Lamproderma columbinum"", 0.03208354115486145]]",disagree,evaluable,unresolved_prediction,none,non_animal,Bacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Bordetella bronchiseptica' is a different taxon (non_animal)","The image shows a backyard scene captured by a wildlife camera-trap. In the center of the frame is an umbrella with some objects on it. There are two birds perched, one closer to the left edge and another nearer to the right. Below these birds, there's a red item that appears to be a jacket or bag. The ground surface shows a grassy area with patches of dirt, suggesting a natural setting. In the background, there is a fence and some foliage visible. The timestamp on the image indicates it was taken during the day on December 28th at 9:05 PM local time. There is also a watermark in the corner that reads ""GardenCats."" The photo is presented in a portrait orientation and seems to have been captured during winter, given the sparse vegetation and cold weather appearance of the ground. The camera-trap image has been enhanced with a green overlay on the umbrella area, possibly to highlight something specific about that region."
422,ColumbaPalumbus,0.84,Columba palumbus,2026-07-12T17:18:11+00:00,Lepista nuda,0.25872519612312317,"[[""Lepista nuda"", 0.25872519612312317], [""Pyrus kawakamii"", 0.16122965514659882], [""Syzygium pondoense"", 0.08164677023887634], [""Melanoleuca subpulverulenta"", 0.06496461480855942], [""Macrocybe gigantea"", 0.06487782299518585]]",disagree,evaluable,unresolved_prediction,none,non_animal,Fungi,Agaricomycetes,Agaricales,Tricholomataceae,Lepista,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Lepista nuda' is a different taxon (non_animal)","The image appears to be a screenshot from a trail camera. It shows an outdoor scene with several bird feeders in a yard. There are two main types of birds that can be identified: bluebirds and cardinals. The bluebirds have a bright, iridescent plumage, while the cardinal has a vibrant red coat. The image also includes a timestamp at the top right corner indicating it was captured on ""12/27/2016"" at ""5:38 PM."" Additionally, there's a label on the bird feeder that says ""CARDINAL CABIN,"" suggesting this could be part of a bird-watching station or nature center. The setting looks like a suburban backyard with grass and fencing visible in the background."
423,ColumbaPalumbus,0.97,Columba palumbus,2026-07-12T17:22:18+00:00,Apus apus,0.09727641195058823,"[[""Apus apus"", 0.09727641195058823], [""Syzygium pondoense"", 0.07694273442029953], [""Euphorbia polygonifolia"", 0.06646403670310974], [""Cenchrus clandestinus"", 0.06209111586213112], [""Lepista nuda"", 0.044389501214027405]]",disagree,evaluable,unresolved_prediction,none,same_class,Animalia,Aves,,Apodidae,Apus,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Apus apus' is a different taxon (same_class)","In the image provided, we can see a camera trap photo of a backyard scene. The camera trap, which is mounted on a pole and positioned on the left side of the frame, appears to capture various birds in flight over a green lawn area. On the right side of the image, there are bird feeders attached to the pole. These feeders seem to attract a variety of bird species, as indicated by different types of birds visible in the captured footage. In the foreground, there is a bird landing on one of the feeders, while other birds are captured mid-flight. The image does not provide any additional context or background information about the location or setting."
424,ColumbaPalumbus,0.9,Columba palumbus,2026-07-12T17:25:24+00:00,Lepista nuda,0.07042823731899261,"[[""Lepista nuda"", 0.07042823731899261], [""Ectopistes migratorius"", 0.06415218859910965], [""Melanoleuca cognata"", 0.049200981855392456], [""Tyrannus forficatus"", 0.035769734531641006], [""Turdus migratorius"", 0.030437041074037552]]",disagree,evaluable,unresolved_prediction,none,non_animal,Fungi,Agaricomycetes,Agaricales,Tricholomataceae,Lepista,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Lepista nuda' is a different taxon (non_animal)","The image shows a backyard scene with a few objects. In the foreground, there's a black metal birdhouse attached to a pole on the right side. A red ball is also resting on the ground in front of the birdhouse. On the left side, there's a white bird feeder hanging from another pole. The yard appears to be well-maintained with green grass and some brown mulch around the base of a tree visible on the left. In the background, there is a fence made of dark wooden slats. There are no animals visible in this still image. The top left corner shows a timestamp indicating when the photo was taken, which appears to be from a wildlife camera-trap system."
425,ColumbaPalumbus,0.95,Columba palumbus,2026-07-12T17:26:28+00:00,Macrocybe gigantea,0.08612644672393799,"[[""Macrocybe gigantea"", 0.08612644672393799], [""Apus apus"", 0.053124964237213135], [""Boiga irregularis"", 0.04994828253984451], [""Lepista nuda"", 0.04289809986948967], [""Megadyptes antipodes"", 0.04221570864319801]]",disagree,evaluable,unresolved_prediction,none,non_animal,Fungi,Agaricomycetes,Agaricales,Tricholomataceae,Macrocybe,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Macrocybe gigantea' is a different taxon (non_animal)","The image shows an outdoor scene from a wildlife camera trap. In the foreground, there's a black metal bird feeder with several small bowls attached to it, indicating that food or water has been provided for birds. A red plastic tarp is lying on the ground nearby, and there's a long red object that resembles a fabric material in the lower right corner of the image.

The background reveals an overgrown lawn with brown grass and patches of green, suggesting it may be early spring or late fall. The setting appears to be residential, as indicated by the wooden fence on the left side of the image. There's a clear sky above, indicating that it might be during daylight hours.

Overlaying the image are two pieces of text with coordinates. One set of text is at the top right corner, showing the names of constellations and their brightness values: ""Orion 0.689637 1.45057,"" ""Canis Major 0.691285 0.444914,"" ""Cygni 0.516633 1.61878,"" and ""Vulpecula 0.500223 0.80638."" This suggests that the image was taken from a camera trap set up to capture wildlife, and these are names of astronomical constellations with their corresponding brightness values. The coordinates refer to the positions of these objects in the image based on a celestial coordinate system, not geographic coordinates.

There's no visible wildlife or activity in this particular frame captured by the camera trap."
426,ColumbaPalumbus,0.97,Columba palumbus,2026-07-12T19:21:15+00:00,Cracticus quoyii,0.29590174555778503,"[[""Cracticus quoyii"", 0.29590174555778503], [""Accipiter novaehollandiae"", 0.08071810007095337], [""Cracticus hypoleucus"", 0.07975275814533234], [""Eucalyptus macarthurii"", 0.04324370622634888], [""Nymphicus novaehollandiae"", 0.035137373954057693]]",disagree,evaluable,unresolved_prediction,none,same_class,Animalia,Aves,Passeriformes,Artamidae,Cracticus,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Cracticus quoyii' is a different taxon (same_class)","The image appears to be a screenshot from a trail camera capturing wildlife in a grassy area. A bird with a blueish-green hue is perched on the right side of the photo, facing left. Behind the bird, there are two red objects that could possibly be items like bags or food containers for the bird. On the bottom left, there's a glimpse of what looks like a small black object, which might be another animal or a device part of the camera setup. The background features a grassy lawn with some debris and a fence is visible in the upper left corner. There are no texts or human activity visible in this image."
427,ColumbaPalumbus,0.88,Columba palumbus,2026-07-12T19:23:50+00:00,Populus sp.,0.09483072906732559,"[[""Populus sp."", 0.09483072906732559], [""Poa pratensis"", 0.08346433192491531], [""Cuphophyllus canescens"", 0.04045234993100166], [""Amanita populiphila"", 0.031442791223526], [""Agrocybe dura"", 0.026150351390242577]]",disagree,evaluable,unresolved_prediction,none,non_animal,Plantae,Magnoliopsida,Malpighiales,Salicaceae,Populus,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Populus sp.' is a different taxon (non_animal)","The image displays a night vision camera trap photo taken outdoors in a grassy area. There is no animal or person visible in the image; instead, the view is occupied by the photographic equipment and the ground below it. The timestamp on the image indicates it was captured at 12:30 pm on December 31st. There are two red objects, one near the top right corner and another closer to the bottom left corner, which seem to be inanimate or unidentified objects. The screen overlay shows a digital interface with text that reads ""CLEVELO PALACE"" and some numbers including ""0.86,"" which likely represent the object detection scores of the camera trap system. There is a red arrow pointing to an object on the ground, indicating the camera's focus or point of interest at the time the image was taken. The environment suggests this photo could be from a security camera setup in a park or outdoor space."
428,ColumbaPalumbus,0.97,Columba palumbus,2026-07-12T19:25:23+00:00,Poa pratensis,0.3713598847389221,"[[""Poa pratensis"", 0.3713598847389221], [""Amanita populiphila"", 0.04300311580300331], [""Populus sp."", 0.02808286063373089], [""Phyllosticta subeffusa"", 0.015960104763507843], [""Cuphophyllus canescens"", 0.0159368347376585]]",disagree,evaluable,unresolved_prediction,none,non_animal,Plantae,,Poales,Poaceae,Poa,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Poa pratensis' is a different taxon (non_animal)","The image shows a backyard scene with a few objects scattered around. In the foreground, there's a small green bowl on the ground, and slightly behind it, there are two red items that resemble a ball or a similar round object. To the left of these objects is a black, dome-shaped camera, which appears to be the camera trap device used for wildlife monitoring. In the middle of the scene, there's a black object that could be a birdhouse or a similar structure designed for birds or small animals. On the right side of the image, there's a green tree and a portion of a building visible at the edge of the image. The grass in the yard is mostly dry and brownish. There are no visible wildlife subjects in this particular capture from the camera trap device."
429,ColumbaPalumbus,0.98,Columba palumbus,2026-07-12T19:26:26+00:00,Cuphophyllus canescens,0.061732739210128784,"[[""Cuphophyllus canescens"", 0.061732739210128784], [""Populus sp."", 0.05913160368800163], [""Amanita populiphila"", 0.049220167100429535], [""Ectopistes migratorius"", 0.03783181309700012], [""Poa pratensis"", 0.03781074658036232]]",disagree,evaluable,unresolved_prediction,none,non_animal,Fungi,Agaricomycetes,Agaricales,Hygrophoraceae,Cuphophyllus,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Cuphophyllus canescens' is a different taxon (non_animal)","The image is a photo captured by a wildlife camera trap. It shows an outdoor scene with a grassy area and various items scattered about. In the center of the image, there is a bird perched on a wooden post or fence. To the right, there are two objects that appear to be bird feeders. On the ground, in the foreground, there's a red object that could possibly be a food dish or some other type of bait for birds. In the background, there is a metal pole with a red flag attached to it. The setting suggests this is a backyard or garden environment where bird feeding is practiced. There are no visible texts or brands in the image."
430,ColumbaPalumbus,0.96,Columba palumbus,2026-07-13T04:55:35+00:00,Paspalum intermedium,0.3168276846408844,"[[""Paspalum intermedium"", 0.3168276846408844], [""Paspalum boscianum fl\u00fcgg\u00e9"", 0.07141956686973572], [""Xylocopa appendiculata"", 0.040358636528253555], [""Amanita populiphila"", 0.02201622538268566], [""Chrysothrix mont."", 0.020031936466693878]]",disagree,evaluable,unresolved_prediction,none,non_animal,Plantae,Magnoliopsida,Poales,Poaceae,Paspalum,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Paspalum intermedium' is a different taxon (non_animal)","The image shows a camera trap set in an outdoor environment. In the center of the frame, there's a metal structure with multiple cameras attached to it. The cameras are aimed upwards and capture photos or videos of wildlife in motion. Surrounding the camera trap is a grassy area with some scattered leaves and a small, dark object that could be a bird on the ground. There's no visible wildlife within the field of view captured by the cameras. In the lower right corner of the image, there's a graphic overlay that indicates the photo was taken from the device's camera at 12:48 PM and also shows a watermark with coordinates (257,603) for the position of the camera trap in the scene. The setting suggests it might be used to monitor wildlife activity in this area."
431,ColumbaPalumbus,0.91,Columba palumbus,2026-07-13T04:56:08+00:00,Amanita populiphila,0.396554172039032,"[[""Amanita populiphila"", 0.396554172039032], [""Cydia toreuta"", 0.05546438321471214], [""Mimus polyglottos"", 0.03229118138551712], [""Ectopistes migratorius"", 0.02143925242125988], [""Turdus migratorius"", 0.018380090594291687]]",disagree,evaluable,unresolved_prediction,none,non_animal,Fungi,Agaricomycetes,Agaricales,Amanitaceae,Amanita,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Amanita populiphila' is a different taxon (non_animal)","In the center of a yard, an animal, possibly a cat, is captured in mid-stride with its tail raised. The background shows a grassy area with scattered red items and some metal objects on the ground. There is no text or human activity visible within the image."
432,ColumbaPalumbus,0.83,Columba palumbus,2026-07-13T05:01:16+00:00,Paspalum intermedium,0.34323805570602417,"[[""Paspalum intermedium"", 0.34323805570602417], [""Paspalum boscianum fl\u00fcgg\u00e9"", 0.10773409903049469], [""Agaricus leptocaulis"", 0.0227840356528759], [""Thelionema umbellatum"", 0.01945854164659977], [""Amanita populiphila"", 0.0191939864307642]]",disagree,evaluable,unresolved_prediction,none,non_animal,Plantae,Magnoliopsida,Poales,Poaceae,Paspalum,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Paspalum intermedium' is a different taxon (non_animal)","The image shows a backyard scene captured by a motion-activated camera trap. The yard has a few scattered objects, including a red ball and a black object with a handle. In the foreground, there's a metal bird feeder filled with seeds, suggesting that birds frequent this area. The background is dominated by grass and a wooden fence, indicating a suburban or residential setting. No animals are visible in the image; it appears to be a quiet, still moment. There's no text or human-made objects to describe in the image."
433,ColumbaPalumbus,0.96,Columba palumbus,2026-07-13T05:01:49+00:00,Paspalum intermedium,0.15061847865581512,"[[""Paspalum intermedium"", 0.15061847865581512], [""Micronia notabalis"", 0.10354848206043243], [""Paspalum boscianum fl\u00fcgg\u00e9"", 0.06703059375286102], [""Paspalum almum"", 0.05626312270760536], [""Agaricus sp."", 0.037880271673202515]]",disagree,evaluable,unresolved_prediction,none,non_animal,Plantae,Magnoliopsida,Poales,Poaceae,Paspalum,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Paspalum intermedium' is a different taxon (non_animal)","The image shows a backyard scene captured by a motion-activated trail camera. In the foreground, there's a small bird feeder with several bird feeders hanging from it and scattered around it. To the right of the feeder, there's a red flag with a cat sitting on top of it, facing away from the camera. The cat appears to be attentive to something off-frame. The background is an outdoor space with a wooden fence and some vegetation in the upper left corner. In the lower right corner of the image, there's a watermark that includes a map icon followed by the word ""Columbia"" and two coordinates indicating 89°30' N latitude and 89°48' W longitude. The overall atmosphere suggests this is a screenshot from a security or monitoring application showing wildlife activity."
434,ColumbaPalumbus,0.84,Columba palumbus,2026-07-13T05:10:34+00:00,Ectopistes migratorius,0.20766614377498627,"[[""Ectopistes migratorius"", 0.20766614377498627], [""Zenaida macroura"", 0.13697151839733124], [""Accipiter cooperii"", 0.06938625127077103], [""Columba fasciata"", 0.05253417417407036], [""Mimus polyglottos"", 0.03481017053127289]]",disagree,evaluable,unresolved_prediction,none,same_family,Animalia,Aves,Columbiformes,Columbidae,Ectopistes,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Ectopistes migratorius' is a different taxon (same_family)","The image appears to be a screenshot of a wildlife trail camera display screen, which shows a series of thumbnail images taken by the camera over time. On this particular frame, the following elements are visible:

1. There are three birds in close proximity to each other, with one prominently positioned on the left side of the image. The bird on the left seems to be facing towards the center of the photo.
2. In the middle of the image, there's a small black object that resembles a cat due to its silhouette.
3. On the right side, two red flags are visible.
4. The setting suggests an outdoor environment with a grassy area and some indistinct objects on the ground.
5. There is a timestamp at the top left of the screenshot that reads ""02:19 PM - Mon 2/15,"" indicating when the image was captured.
6. In the bottom right corner, there's an overlay text that reads ""Gardens"" followed by what appears to be a GPS coordinate: ""48.37144, -86.430.""

The image has been watermarked with ""Rajesh Khatri"" in the top right corner, which could indicate the name of the photographer or the software used to capture and process these images. The overall style of the image is a digital photograph, possibly taken from a wildlife camera mounted on a post, capturing the activity in its vicinity at nighttime."
435,ColumbaPalumbus,0.87,Columba palumbus,2026-07-13T05:42:36+00:00,Streptopelia dusumieri,0.8594345450401306,"[[""Streptopelia dusumieri"", 0.8594345450401306], [""Streptopelia chinensis"", 0.032052166759967804], [""Columba palumbus"", 0.02688068524003029], [""Columba rupestris"", 0.017596367746591568], [""Streptopelia decaocto"", 0.014257911592721939]]",disagree,evaluable,unresolved_prediction,none,same_family,Animalia,Aves,Columbiformes,Columbidae,Streptopelia,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Streptopelia dusumieri' is a different taxon (same_family)","The image appears to be a screenshot from a wildlife camera trap setup. It shows a ground-level view with a bird feeder in the foreground, which has no birds currently perched on it. There's a water dish placed beside the feeder. In the background, there is a lush green lawn with a few small plants or weeds scattered around. The area looks to be a backyard or garden of a residential property. The sky is visible at the top of the image, indicating it might be daytime. There are no people or man-made structures outside the bird feeder and dish setup."
436,ColumbaPalumbus,0.97,Columba palumbus,2026-07-13T05:45:42+00:00,Zenaida macroura,0.1298048347234726,"[[""Zenaida macroura"", 0.1298048347234726], [""Tyrannus tyrannus"", 0.11126814782619476], [""Turdus migratorius"", 0.09754251688718796], [""Sitta canadensis"", 0.08600564301013947], [""Poecile atricapilla"", 0.07584905624389648]]",disagree,evaluable,unresolved_prediction,none,same_family,Animalia,Aves,Columbiformes,Columbidae,Zenaida,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Zenaida macroura' is a different taxon (same_family)","The image appears to be a screenshot from a wildlife camera trap, showcasing a scene in an urban backyard during daylight. There are two birds, one larger and one smaller, with the smaller bird positioned on the ground near the larger bird's feet. The larger bird has its wings spread wide, possibly preening or drying its feathers.

The setting includes some human-made structures like a bird bath with water inside and a light fixture hanging from the top left corner. There are also various objects scattered across the grass such as an umbrella, a chair, and other miscellaneous items that suggest human activity in the area. The backyard seems to be fenced or enclosed.

In the lower right corner, there is overlaid text ""Columbus 8.76,"" which likely refers to a temperature measurement recorded by the camera trap at the time of the photograph. Additionally, there's another piece of text that reads ""GardenCathedral,"" possibly indicating a feature or location within the backyard.

The timestamp on the image indicates it was taken on December 24th at 09:17 AM. The quality of the photo is pixelated and not very clear, which suggests it may be an older model camera trap or that the focus settings were not optimized for the environment in which the photo was taken."
437,ColumbaPalumbus,0.95,Columba palumbus,2026-07-13T06:33:16+00:00,Cortinarius firmus fr.,0.12841692566871643,"[[""Cortinarius firmus fr."", 0.12841692566871643], [""Amanita populiphila"", 0.05612260475754738], [""Langermannia pachyderma"", 0.02870001643896103], [""Physarum psittosinum"", 0.016950573772192], [""Microspora floccosa"", 0.014452568255364895]]",disagree,evaluable,unresolved_prediction,none,non_animal,Fungi,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,"upstream 'ColumbaPalumbus' -> Columba palumbus, but BioCLIP's top-1 'Cortinarius firmus fr.' is a different taxon (non_animal)","The image shows a camera trap set up in a grassy area with some bare ground. There are two animals captured by the camera trap: a squirrel on the left side, holding and eating from a container, and a cat on the right, crouched down with its paws extended forward, possibly stalking or observing the squirrel. The photo has been edited to remove the squirrel's tail, which is not in the original image due to being too close to the camera or out of frame."
